cipcode,cip6,cip6_description,cip4,cip4_description,cip2,cip2_description
19.0505,19.0505,Foodservice Systems Administration/Management.,19.05,"Foods, Nutrition, and Related Services.",19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.
19.0599,19.0599,"Foods, Nutrition, and Related Services, Other.",19.05,"Foods, Nutrition, and Related Services.",19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.
19.0601,19.0601,"Housing and Human Environments, General.",19.06,Housing and Human Environments.,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.
19.0604,19.0604,Facilities Planning and Management.,19.06,Housing and Human Environments.,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.
19.0605,19.0605,Home Furnishings and Equipment Installers.,19.06,Housing and Human Environments.,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.
19.0699,19.0699,"Housing and Human Environments, Other.",19.06,Housing and Human Environments.,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.
19.0701,19.0701,"Human Development and Family Studies, General.",19.07,"Human Development, Family Studies, and Related Ser",19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.
19.0702,19.0702,Adult Development and Aging.,19.07,"Human Development, Family Studies, and Related Ser",19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.
19.0704,19.0704,Family Systems.,19.07,"Human Development, Family Studies, and Related Ser",19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.
19.0706,19.0706,Child Development.,19.07,"Human Development, Family Studies, and Related Ser",19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.
19.0707,19.0707,Family and Community Services.,19.07,"Human Development, Family Studies, and Related Ser",19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.
19.0708,19.0708,Child Care and Support Services Management.,19.07,"Human Development, Family Studies, and Related Ser",19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.
19.0709,19.0709,Child Care Provider/Assistant.,19.07,"Human Development, Family Studies, and Related Ser",19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.
19.0710,19.071,Developmental Services Worker.,19.07,"Human Development, Family Studies, and Related Ser",19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.
19.0799,19.0799,"Human Development, Family Studies, and Related Ser",19.07,"Human Development, Family Studies, and Related Ser",19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.
19.0901,19.0901,"Apparel and Textiles, General.",19.09,Apparel and Textiles.,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.
19.0902,19.0902,Apparel and Textile Manufacture.,19.09,Apparel and Textiles.,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.
19.0904,19.0904,Textile Science.,19.09,Apparel and Textiles.,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.
19.0905,19.0905,Apparel and Textile Marketing Management.,19.09,Apparel and Textiles.,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.
19.0906,19.0906,Fashion and Fabric Consultant.,19.09,Apparel and Textiles.,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.
19.0999,19.0999,"Apparel and Textiles, Other.",19.09,Apparel and Textiles.,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.
19.9999,19.9999,"Family and Consumer Sciences/Human Sciences, Other",19.99,"Family and Consumer Sciences/Human Sciences, Other",19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.
21.0101,21.0101,Technology Education/Industrial Arts.,21.01,Technology Education/Industrial Arts Programs.,21,TECHNOLOGY EDUCATION/INDUSTRIAL ARTS.
22.0000,22,"Legal Studies, General.",22,Non-Professional General Legal Studies (Undergradu,22,LEGAL PROFESSIONS AND STUDIES.
22.0001,22.0001,Pre-Law Studies.,22,Non-Professional General Legal Studies (Undergradu,22,LEGAL PROFESSIONS AND STUDIES.
22.0101,22.0101,Law.,22.01,Law.,22,LEGAL PROFESSIONS AND STUDIES.
22.0201,22.0201,"Advanced Legal Research/Studies, General.",22.02,Legal Research and Advanced Professional Studies.,22,LEGAL PROFESSIONS AND STUDIES.
22.0202,22.0202,Programs for Foreign Lawyers.,22.02,Legal Research and Advanced Professional Studies.,22,LEGAL PROFESSIONS AND STUDIES.
22.0203,22.0203,American/U.S. Law/Legal Studies/Jurisprudence.,22.02,Legal Research and Advanced Professional Studies.,22,LEGAL PROFESSIONS AND STUDIES.
22.0204,22.0204,Canadian Law/Legal Studies/Jurisprudence.,22.02,Legal Research and Advanced Professional Studies.,22,LEGAL PROFESSIONS AND STUDIES.
22.0205,22.0205,"Banking, Corporate, Finance, and Securities Law.",22.02,Legal Research and Advanced Professional Studies.,22,LEGAL PROFESSIONS AND STUDIES.
22.0206,22.0206,Comparative Law.,22.02,Legal Research and Advanced Professional Studies.,22,LEGAL PROFESSIONS AND STUDIES.
22.0207,22.0207,"Energy, Environment, and Natural Resources Law.",22.02,Legal Research and Advanced Professional Studies.,22,LEGAL PROFESSIONS AND STUDIES.
22.0208,22.0208,Health Law.,22.02,Legal Research and Advanced Professional Studies.,22,LEGAL PROFESSIONS AND STUDIES.
22.0209,22.0209,International Law and Legal Studies.,22.02,Legal Research and Advanced Professional Studies.,22,LEGAL PROFESSIONS AND STUDIES.
22.0210,22.021,"International Business, Trade, and Tax Law.",22.02,Legal Research and Advanced Professional Studies.,22,LEGAL PROFESSIONS AND STUDIES.
22.0211,22.0211,Tax Law/Taxation.,22.02,Legal Research and Advanced Professional Studies.,22,LEGAL PROFESSIONS AND STUDIES.
22.0212,22.0212,Intellectual Property Law.,22.02,Legal Research and Advanced Professional Studies.,22,LEGAL PROFESSIONS AND STUDIES.
22.0299,22.0299,"Legal Research and Advanced Professional Studies,",22.02,Legal Research and Advanced Professional Studies.,22,LEGAL PROFESSIONS AND STUDIES.
22.0301,22.0301,Legal Administrative Assistant/Secretary.,22.03,Legal Support Services.,22,LEGAL PROFESSIONS AND STUDIES.
22.0302,22.0302,Legal Assistant/Paralegal.,22.03,Legal Support Services.,22,LEGAL PROFESSIONS AND STUDIES.
22.0303,22.0303,Court Reporting/Court Reporter.,22.03,Legal Support Services.,22,LEGAL PROFESSIONS AND STUDIES.
22.0399,22.0399,"Legal Support Services, Other.",22.03,Legal Support Services.,22,LEGAL PROFESSIONS AND STUDIES.
22.9999,22.9999,"Legal Professions and Studies, Other.",22.99,"Legal Professions and Studies, Other.",22,LEGAL PROFESSIONS AND STUDIES.
23.0101,23.0101,"English Language and Literature, General.",23.01,"English Language and Literature, General.",23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.
23.0401,23.0401,English Composition.,23.04,English Composition.,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.
23.0501,23.0501,Creative Writing.,23.05,Creative Writing.,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.
23.0701,23.0701,American Literature (United States).,23.07,American Literature (United States and Canadian.),23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.
23.0702,23.0702,American Literature (Canadian).,23.07,American Literature (United States and Canadian.),23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.
23.0801,23.0801,English Literature (British and Commonwealth).,23.08,English Literature (British and Commonwealth).,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.
23.1001,23.1001,Speech and Rhetorical Studies.,23.1,Speech and Rhetorical Studies.,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.
23.1101,23.1101,Technical and Business Writing.,23.11,Technical and Business Writing.,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.
23.1301,23.1301,"Writing, General.",23.13,Rhetoric and Composition/Writing Studies.,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.
23.1302,23.1302,Creative Writing.,23.13,Rhetoric and Composition/Writing Studies.,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.
23.1303,23.1303,"Professional, Technical, Business, and Scientific",23.13,Rhetoric and Composition/Writing Studies.,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.
23.1304,23.1304,Rhetoric and Composition.,23.13,Rhetoric and Composition/Writing Studies.,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.
23.1399,23.1399,"Rhetoric and Composition/Writing Studies, Other.",23.13,Rhetoric and Composition/Writing Studies.,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.
23.1401,23.1401,General Literature.,23.14,Literature.,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.
23.1402,23.1402,American Literature (United States).,23.14,Literature.,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.
23.1403,23.1403,American Literature (Canadian).,23.14,Literature.,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.
23.1404,23.1404,English Literature (British and Commonwealth).,23.14,Literature.,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.
23.1405,23.1405,Children's and Adolescent Literature.,23.14,Literature.,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.
23.1499,23.1499,"Literature, Other.",23.14,Literature.,23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.
23.9999,23.9999,"English Language and Literature/Letters, Other.",23.99,"English Language and Literature/Letters, Other.",23,ENGLISH LANGUAGE AND LITERATURE/LETTERS.
24.0101,24.0101,Liberal Arts and Sciences/Liberal Studies.,24.01,"Liberal Arts and Sciences, General Studies and Hum",24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUM"
24.0102,24.0102,General Studies.,24.01,"Liberal Arts and Sciences, General Studies and Hum",24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUM"
24.0103,24.0103,Humanities/Humanistic Studies.,24.01,"Liberal Arts and Sciences, General Studies and Hum",24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUM"
24.0199,24.0199,"Liberal Arts and Sciences, General Studies and Hum",24.01,"Liberal Arts and Sciences, General Studies and Hum",24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUM"
25.0101,25.0101,Library and Information Science.,25.01,Library Science and Administration.,25,LIBRARY SCIENCE.
25.0102,25.0102,Children and Youth Library Services.,25.01,Library Science and Administration.,25,LIBRARY SCIENCE.
25.0103,25.0103,Archives/Archival Administration.,25.01,Library Science and Administration.,25,LIBRARY SCIENCE.
25.0199,25.0199,"Library Science and Administration, Other.",25.01,Library Science and Administration.,25,LIBRARY SCIENCE.
25.0301,25.0301,Library and Archives Assisting.,25.03,Library and Archives Assisting.,25,LIBRARY SCIENCE.
25.9999,25.9999,"Library Science, Other.",25.99,"Library Science, Other.",25,LIBRARY SCIENCE.
26.0101,26.0101,"Biology/Biological Sciences, General.",26.01,"Biology, General.",26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0102,26.0102,"Biomedical Sciences, General.",26.01,"Biology, General.",26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0202,26.0202,Biochemistry.,26.02,"Biochemistry, Biophysics and Molecular Biology.",26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0203,26.0203,Biophysics.,26.02,"Biochemistry, Biophysics and Molecular Biology.",26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0204,26.0204,Molecular Biology.,26.02,"Biochemistry, Biophysics and Molecular Biology.",26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0205,26.0205,Molecular Biochemistry.,26.02,"Biochemistry, Biophysics and Molecular Biology.",26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0206,26.0206,Molecular Biophysics.,26.02,"Biochemistry, Biophysics and Molecular Biology.",26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0207,26.0207,Structural Biology.,26.02,"Biochemistry, Biophysics and Molecular Biology.",26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0208,26.0208,Photobiology.,26.02,"Biochemistry, Biophysics and Molecular Biology.",26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0209,26.0209,Radiation Biology/Radiobiology.,26.02,"Biochemistry, Biophysics and Molecular Biology.",26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0210,26.021,Biochemistry and Molecular Biology.,26.02,"Biochemistry, Biophysics and Molecular Biology.",26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0299,26.0299,"Biochemistry, Biophysics and Molecular Biology, Ot",26.02,"Biochemistry, Biophysics and Molecular Biology.",26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0301,26.0301,Botany/Plant Biology.,26.03,Botany/Plant Biology.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0305,26.0305,Plant Pathology/Phytopathology.,26.03,Botany/Plant Biology.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0307,26.0307,Plant Physiology.,26.03,Botany/Plant Biology.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0308,26.0308,Plant Molecular Biology.,26.03,Botany/Plant Biology.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0399,26.0399,"Botany/Plant Biology, Other.",26.03,Botany/Plant Biology.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0401,26.0401,Cell/Cellular Biology and Histology.,26.04,Cell/Cellular Biology and Anatomical Sciences.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0403,26.0403,Anatomy.,26.04,Cell/Cellular Biology and Anatomical Sciences.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0404,26.0404,Developmental Biology and Embryology.,26.04,Cell/Cellular Biology and Anatomical Sciences.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0405,26.0405,Neuroanatomy.,26.04,Cell/Cellular Biology and Anatomical Sciences.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0406,26.0406,Cell/Cellular and Molecular Biology.,26.04,Cell/Cellular Biology and Anatomical Sciences.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0407,26.0407,Cell Biology and Anatomy.,26.04,Cell/Cellular Biology and Anatomical Sciences.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0499,26.0499,"Cell/Cellular Biology and Anatomical Sciences, Oth",26.04,Cell/Cellular Biology and Anatomical Sciences.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0502,26.0502,"Microbiology, General.",26.05,Microbiological Sciences and Immunology.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0503,26.0503,Medical Microbiology and Bacteriology.,26.05,Microbiological Sciences and Immunology.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0504,26.0504,Virology.,26.05,Microbiological Sciences and Immunology.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0505,26.0505,Parasitology.,26.05,Microbiological Sciences and Immunology.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0506,26.0506,Mycology.,26.05,Microbiological Sciences and Immunology.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0507,26.0507,Immunology.,26.05,Microbiological Sciences and Immunology.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0508,26.0508,Microbiology and Immunology.,26.05,Microbiological Sciences and Immunology.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0599,26.0599,"Microbiological Sciences and Immunology, Other.",26.05,Microbiological Sciences and Immunology.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0701,26.0701,Zoology/Animal Biology.,26.07,Zoology/Animal Biology.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0702,26.0702,Entomology.,26.07,Zoology/Animal Biology.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0707,26.0707,Animal Physiology.,26.07,Zoology/Animal Biology.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0708,26.0708,Animal Behavior and Ethology.,26.07,Zoology/Animal Biology.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0709,26.0709,Wildlife Biology.,26.07,Zoology/Animal Biology.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0799,26.0799,"Zoology/Animal Biology, Other.",26.07,Zoology/Animal Biology.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0801,26.0801,"Genetics, General.",26.08,Genetics.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0802,26.0802,Molecular Genetics.,26.08,Genetics.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0803,26.0803,Microbial and Eukaryotic Genetics.,26.08,Genetics.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0804,26.0804,Animal Genetics.,26.08,Genetics.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0805,26.0805,Plant Genetics.,26.08,Genetics.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0806,26.0806,Human/Medical Genetics.,26.08,Genetics.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0807,26.0807,Genome Sciences/Genomics.,26.08,Genetics.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0899,26.0899,"Genetics, Other.",26.08,Genetics.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0901,26.0901,"Physiology, General.",26.09,"Physiology, Pathology and Related Sciences.",26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0902,26.0902,Molecular Physiology.,26.09,"Physiology, Pathology and Related Sciences.",26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0903,26.0903,Cell Physiology.,26.09,"Physiology, Pathology and Related Sciences.",26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0904,26.0904,Endocrinology.,26.09,"Physiology, Pathology and Related Sciences.",26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0905,26.0905,Reproductive Biology.,26.09,"Physiology, Pathology and Related Sciences.",26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0906,26.0906,Neurobiology and Neurophysiology.,26.09,"Physiology, Pathology and Related Sciences.",26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0907,26.0907,Cardiovascular Science.,26.09,"Physiology, Pathology and Related Sciences.",26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0908,26.0908,Exercise Physiology.,26.09,"Physiology, Pathology and Related Sciences.",26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0909,26.0909,Vision Science/Physiological Optics.,26.09,"Physiology, Pathology and Related Sciences.",26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0910,26.091,Pathology/Experimental Pathology.,26.09,"Physiology, Pathology and Related Sciences.",26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0911,26.0911,Oncology and Cancer Biology.,26.09,"Physiology, Pathology and Related Sciences.",26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0912,26.0912,Aerospace Physiology and Medicine.,26.09,"Physiology, Pathology and Related Sciences.",26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.0999,26.0999,"Physiology, Pathology, and Related Sciences, Other",26.09,"Physiology, Pathology and Related Sciences.",26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.1001,26.1001,Pharmacology.,26.1,Pharmacology and Toxicology.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.1002,26.1002,Molecular Pharmacology.,26.1,Pharmacology and Toxicology.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.1003,26.1003,Neuropharmacology.,26.1,Pharmacology and Toxicology.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.1004,26.1004,Toxicology.,26.1,Pharmacology and Toxicology.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.1005,26.1005,Molecular Toxicology.,26.1,Pharmacology and Toxicology.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.1006,26.1006,Environmental Toxicology.,26.1,Pharmacology and Toxicology.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.1007,26.1007,Pharmacology and Toxicology.,26.1,Pharmacology and Toxicology.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
26.1099,26.1099,"Pharmacology and Toxicology, Other.",26.1,Pharmacology and Toxicology.,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.
